Event.Id,Accident.Number,Event.Date,Location,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Make:Model
20010321X00620,DCA01WA020,2001-02-04,"POINT A PITRE, Guadeloupe",Incident,,,,0.0,0.0,0.0,0.0,Boeing: 747-300
20020124X00121,DCA01WA027,2001-03-05,"Honolulu, HI",Incident,N118AT,,,0.0,0.0,0.0,2.0,Lockheed: L1011
20010323X00636,MIA01WA100,2001-03-16,"PUERTO PLATA, DOMINICAN REPUBLIC",Non-Fatal,,,,0.0,0.0,0.0,2.0,Boeing: 767-300
20010412X00732,MIA01WA111,2001-04-05,"LAS MAJAGUAS, VENEZUELA",Non-Fatal,,,,0.0,0.0,1.0,8.0,Hawker Beechcraft: 200
20010503X00870,MIA01WA133,2001-04-28,"ROQUE PEREZ, Argentina",Fatal(10),,,,10.0,0.0,0.0,0.0,Cessna: 208B
20010919X01964,ATL01WA106,2001-09-07,"Buenos Aires, Argentina",Non-Fatal,N194DN,,,0.0,1.0,0.0,89.0,Boeing: B767-332
20020123X00104,DCA01MA063,2001-09-11,"New York City, NY",Fatal(65),N612UA,2.0,Turbo Fan,65.0,0.0,0.0,0.0,Boeing: 767-200ER
20020125X00135,CHI02LA069,2002-01-24,"Indianapolis, IN",Non-Fatal,N754NW,2.0,Turbo Jet,0.0,1.0,0.0,74.0,Mcdonnell Douglas: DC-9-41
20020308X00316,MIA02WA063,2002-02-16,"PARADISE ISLAND, BAHAMAS",Non-Fatal,N130FB,,,0.0,0.0,0.0,6.0,Grumman: G-73T
20020510X00653,WAS02RA037,2002-04-27,"SAN SALVADOR, EL SALVADOR",Non-Fatal,N141WE,,,0.0,0.0,0.0,5.0,Mcdonnell Douglas: DC-10-40F
20020621X00955,CHI02LA170,2002-06-16,"KANSAS CITY, MO",Non-Fatal,N140NJ,2.0,Turbo Fan,0.0,0.0,0.0,123.0,Mcdonnell Douglas: DC-9-82
20021029X05398,NYC03LA004,2002-10-14,"ALBANY, NY",Non-Fatal,N847EX,2.0,Turbo Prop,0.0,0.0,0.0,33.0,Dehavilland: DHC-8-102
20030305X00289,SEA03WA033,2003-02-01,"VANCOUVER, BC, CANADA",Non-Fatal,N764AS,,,0.0,0.0,0.0,101.0,Boeing: 737-400
20030902X01433,NYC03CA169,2003-07-22,"Wadsworth, OH",Non-Fatal,N504US,2.0,Turbo Fan,0.0,1.0,2.0,110.0,Boeing: 757-251
20030910X01507,NYC03FA186,2003-09-02,"JAMAICA, NY",Non-Fatal,N454AA,2.0,Turbo Jet,0.0,0.0,0.0,138.0,Mcdonnell Douglas: DC-9-82
20031017X01759,NYC03CA189,2003-09-02,"Hebron, KY",Non-Fatal,N413FJ,2.0,Turbo Fan,0.0,1.0,0.0,23.0,Fairchild: Dornier 328-300
20031105X01861,NYC04CA003,2003-10-04,"BOSTON, MA",Non-Fatal,N972AN,2.0,Turbo Fan,0.0,0.0,0.0,76.0,Boeing: 737
20040803X01126,DCA04WA041,2004-04-27,"MELO, URUGUAY",Non-Fatal,N715FE,,,0.0,0.0,0.0,3.0,Fokker: F27-500
20041027X01700,DCA04WA043,2004-04-28,"BOGOTA, COLOMBIA",Non-Fatal,N189AX,,,0.0,0.0,1.0,2.0,Boeing: DC-10-30
20060111X00048,DCA04MA061,2004-07-25,"Miami, FL",Non-Fatal,N797AN,2.0,Turbo Fan,0.0,1.0,0.0,216.0,Boeing: 777
20041020X01659,DCA05MA004,2004-10-19,"Kirksville, MO",Fatal(13),N875JX,2.0,Turbo Prop,13.0,2.0,0.0,0.0,British Aerospace: Jetstream 32
20050112X00043,DCA05WA019,2004-12-16,"Ontario, Canada",Non-Fatal,N748CC,,,0.0,2.0,0.0,0.0,Short Brothers: SD3-60
20050215X00186,DCA05WA028,2005-01-24,"Dusseldorf, Germany",Incident,N808MC,,,0.0,0.0,0.0,3.0,Boeing: B-747-200
20050323X00356,NYC05FA054,2005-03-02,"NEWARK, NJ",Non-Fatal,N78008,2.0,Turbo Fan,0.0,0.0,0.0,214.0,Boeing: 777-200
20050318X00330,DCA05WA042,2005-03-11,"BUENOS AIRES, ARGENTINA",Non-Fatal,N790AN,,,0.0,0.0,8.0,201.0,Boeing: B777
20050502X00534,DEN05IA071,2005-04-25,"Denver, CO",Incident,N789TM,2.0,Turbo Jet,0.0,0.0,0.0,98.0,Boeing: 737-282
20051213X01965,CHI05MA111B,2005-05-10,"MINNEAPOLIS, MN",Non-Fatal,N368NB,2.0,Turbo Fan,0.0,1.0,7.0,137.0,Airbus: A-319-114
20051213X01965,CHI05MA111A,2005-05-10,"MINNEAPOLIS, MN",Non-Fatal,N763NC,2.0,Turbo Fan,0.0,1.0,7.0,137.0,Mcdonnell Douglas: DC-9-51
20050523X00653,NYC05MA083,2005-05-12,"Union Star, MO",Incident,N910ME,2.0,Turbo Fan,0.0,0.0,0.0,80.0,Boeing: 717-200
20081003X62950,DCA05WA067,2005-05-20,"LONDON, UNITED KINGDOM",Non-Fatal,N864DA,,,0.0,0.0,0.0,309.0,Boeing: B-777-232
20051028X01749,DCA05MA083,2005-07-11,"Raleigh-Durham, NC",Non-Fatal,N113DA,2.0,Turbo Fan,0.0,1.0,0.0,186.0,Boeing: 767-232
20050817X01269,DFW05IA200B,2005-08-03,"Denver, CO",Incident,N472UA,2.0,Turbo Fan,0.0,0.0,0.0,324.0,Airbus: A320-232
20050817X01269,DFW05IA200A,2005-08-03,"Denver, CO",Incident,N496UA,2.0,Turbo Fan,0.0,0.0,0.0,324.0,Airbus: A320-232
20050825X01313,IAD05LA118B,2005-08-08,"NEWARK, NJ",Non-Fatal,N10575,2.0,Turbo Jet,0.0,0.0,0.0,205.0,Embraer: EMB-145LR
20050825X01313,IAD05LA118A,2005-08-08,"NEWARK, NJ",Non-Fatal,N73270,2.0,Turbo Jet,0.0,0.0,0.0,205.0,Boeing: 737-824
20050921X01501,DCA05MA095,2005-08-19,"AGANA, GU",Non-Fatal,N627US,4.0,Turbo Fan,0.0,0.0,2.0,338.0,Boeing: 747-200
20050927X01540,LAX05IA312,2005-09-21,"Los Angeles, CA",Incident,N536JB,2.0,Turbo Jet,0.0,0.0,0.0,146.0,Airbus: A320
20051101X01767,DCA06WA001,2005-10-30,"Calgary, Canada",Incident,N317AS,,,0.0,0.0,0.0,119.0,Boeing: 737-900
20051206X01938,DCA06WA008A,2005-11-06,"HEATHROW IAP, UNITED KINGDOM",Non-Fatal,N781AN,,,0.0,0.0,0.0,243.0,Boeing: B-777
20060109X00033,LAX06IA076,2006-01-02,"Santa Maria, CA",Incident,N390AE,2.0,Turbo Prop,0.0,0.0,0.0,28.0,Saab: SF340B+
20060330X00368,DEN06IA051,2006-03-21,"Denver, CO",Incident,N574AA,2.0,Turbo Fan,0.0,0.0,0.0,138.0,Mcdonnell Douglas: DC-9-82
20060504X00511,DCA06FA033,2006-04-04,"MEMPHIS, TN",Non-Fatal,N386FE,3.0,Turbo Fan,0.0,0.0,0.0,3.0,Mcdonnell Douglas: DC10
20060425X00482,DCA06WA035,2006-04-19,"Shanghai, China",Non-Fatal,N216UA,,,0.0,1.0,4.0,232.0,Boeing: 777
20060807X01099,DCA06RA042,2006-06-04,"MANAGUA, NICARAGUA",Non-Fatal,N68047,,,0.0,0.0,0.0,3.0,Mcdonnell Douglas: DC10-10F
20060807X01100,DCA06WA049,2006-06-07,"RIO NEGRO, COLOMBIA",Non-Fatal,N922FT,,,0.0,0.0,0.0,6.0,Boeing: 747-200
20060808X01115,DCA06FA058,2006-07-28,"MEMPHIS, TN",Non-Fatal,N391FE,3.0,Turbo Fan,0.0,0.0,0.0,3.0,Boeing: MD-10-10F
20061015X01521,NYC06LA222B,2006-09-08,"NEW YORK, NY",Non-Fatal,N864RW,2.0,Turbo Fan,0.0,0.0,0.0,179.0,Embraer: EMB-170
20061015X01521,NYC06LA222A,2006-09-08,"New York, NY",Non-Fatal,C-GJTA,2.0,Turbo Fan,0.0,0.0,0.0,179.0,Airbus: A319-112
20060925X01392,DCA06WA075,2006-09-22,"Brindisi, Italy",Incident,N861DA,,,0.0,0.0,0.0,0.0,Boeing: 777-200
20070426X00458,CHI07FA020B,2006-11-07,"CHICAGO, IL",Non-Fatal,N328UA,,,0.0,0.0,0.0,216.0,Boeing: 737-300
20070426X00458,CHI07FA020A,2006-11-07,"Chicago, IL",Non-Fatal,N428UA,2.0,Turbo Fan,0.0,0.0,0.0,216.0,Airbus: A-320-200
20070111X00042,LAX07LA064B,2006-12-26,"SAN DIEGO, CA",Non-Fatal,N673AA,2.0,Turbo Fan,0.0,0.0,0.0,208.0,Boeing: 737-3A4
20061227X01849,MIA07IA031,2006-12-26,"Miami, FL",Incident,G-BNLM,4.0,Turbo Fan,0.0,0.0,0.0,368.0,Boeing: 747-436
20070111X00042,LAX07LA064A,2006-12-26,"San Diego, CA",Non-Fatal,N207WN,2.0,Turbo Fan,0.0,0.0,0.0,208.0,Boeing: 737-7H4
20081219X65333,ENG07WA028,2007-01-07,"JFK, NY",Incident,,3.0,Turbo Fan,0.0,0.0,0.0,253.0,Mcdonnell Douglas: MD11
20080513X00660,ENG07RA014,2007-02-26,"LONDON, UNITED KINGDOM",Non-Fatal,N786UA,,,0.0,0.0,0.0,205.0,Boeing: 777-200B
20070503X00504,CHI07FA107,2007-04-07,"LAKE MICHIGAN, MI",Non-Fatal,N77181,2.0,Turbo Fan,0.0,0.0,0.0,4.0,Canadair: CL-600-2B19
20070501X00494,DCA07FA037,2007-04-12,"TRAVERSE CITY, MI",Non-Fatal,N8905F,2.0,Turbo Fan,0.0,0.0,0.0,52.0,Bombardier: CL-600-2B19
20070520X00598,NYC07LA105,2007-04-25,"La Plata, MD",Non-Fatal,N648SW,2.0,Turbo Fan,0.0,1.0,0.0,102.0,Boeing: 737-300
20070510X00542,MIA07IA088,2007-05-02,"Atlanta, GA",Incident,N270AX,3.0,Turbo Fan,0.0,0.0,0.0,306.0,Mcdonnell Douglas: DC-10-30
20070601X00676,NYC07LA121,2007-05-18,"SYRACUSE, NY",Non-Fatal,N1799U,2.0,Turbo Jet,0.0,0.0,0.0,99.0,Mcdonnell Douglas: DC-9-31
20070627X00819,LAX07IA191,2007-06-13,"Phoenix, AZ",Incident,N7264V,2.0,Turbo Fan,0.0,0.0,0.0,53.0,Bombardier: CL-600-2B19
20070705X00879,CHI07FA184B,2007-06-27,"CHICAGO, IL",Non-Fatal,N9630A,2.0,Turbo Fan,0.0,0.0,0.0,501.0,Mcdonnell Douglas: MD 83
20070705X00879,CHI07FA184A,2007-06-27,"Chicago, IL",Non-Fatal,N213UA,2.0,Turbo Fan,0.0,0.0,0.0,501.0,Boeing: 777-222
20070911X01360,MIA07CA119,2007-07-12,"Atlanta, GA",Non-Fatal,N865DA,2.0,Turbo Fan,0.0,1.0,0.0,250.0,Boeing: 777-232
20071005X01522,DCA07MA310,2007-09-28,"ST. LOUIS, MO",Non-Fatal,N454AA,2.0,Turbo Fan,0.0,0.0,0.0,143.0,Mcdonnell Douglas: DC-9-82 (MD-82)
20071023X01635,CHI08IA026,2007-10-09,"Chicago, IL",Incident,N431UA,2.0,Turbo Fan,0.0,0.0,2.0,125.0,Airbus: A320-232
20071023X01634,CHI08IA022,2007-10-20,"Fargo, ND",Incident,N331NW,2.0,Turbo Jet,0.0,0.0,0.0,138.0,Airbus: A320-211
20081219X65251,ENG08IA001,2007-10-28,"Charlotte (CLT), NC",Incident,N919UW,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 757-225
20071231X02010,ENG08IA002,2007-11-17,"Greenville, TX",Incident,N676SW,2.0,Turbo Fan,0.0,0.0,0.0,138.0,Boeing: 737-300
20080213X00187,NYC08LA062A,2007-12-14,"NEW YORK, NY",Non-Fatal,B-2477,4.0,,0.0,0.0,0.0,5.0,Boeing: B747-433BCF
20071231X02013,CHI08FA050,2007-12-14,"Chicago, IL",Non-Fatal,N220UA,2.0,Turbo Fan,0.0,1.0,0.0,263.0,Boeing: 777-222
20071217X01939,DCA08FA018,2007-12-16,"PROVIDENCE, RI",Non-Fatal,N470ZW,2.0,Turbo Fan,0.0,0.0,0.0,34.0,Bombardier: CL600-2B19
20081003X62958,DCA08IA019,2007-12-17,"Jamaica, NY",Incident,N272SK,2.0,,0.0,0.0,0.0,53.0,Embraer: 145
20080107X00025,SEA08LA051,2007-12-25,"Honolulu, HI",Non-Fatal,N819NW,2.0,Turbo Fan,0.0,1.0,3.0,291.0,Airbus: A330-323
20080107X00024,SEA08LA050,2007-12-25,"Ontario, CA",Non-Fatal,N943AS,2.0,Turbo Fan,0.0,2.0,0.0,112.0,Mcdonnell Douglas: DC-9-83
20080111X00038,DCA08WA024,2008-01-03,"Deauville Saint, France",,CN-RMX,,,0.0,0.0,0.0,0.0,Boeing: 737-400
20080116X00063,ANC08MA038,2008-01-05,"Kodiak, AK",Fatal,N509FN,2.0,Reciprocating,6.0,1.0,3.0,0.0,Piper: PA-31-350
20080111X00039,DCA08WA025,2008-01-07,"Bangkok, Thailand",Non-Fatal,OJM,,,0.0,0.0,0.0,334.0,Boeing: 747-400
20080122X00088,CHI08IA065,2008-01-08,"Lincoln, NE",Non-Fatal,N733TW,2.0,Turbo Fan,0.0,0.0,0.0,38.0,Boeing: 737-2H4
20080125X00103,CHI08LA071,2008-01-09,"Detroit, MI",Non-Fatal,N349NB,2.0,Turbo Fan,0.0,0.0,0.0,73.0,Airbus: A319-114
20080122X00081,DCA08WA026,2008-01-10,"Penicton, Canada",Non-Fatal,C-GBHZ,,,0.0,11.0,0.0,77.0,Airbus: 319
20080118X00079,DCA08WA027,2008-01-11,"Windhoek, Namibia",Fatal,V5-GWH,,,6.0,0.0,0.0,0.0,Cessna: 210M
20080117X00067,SEA08FA062,2008-01-14,"Lihue, HI",Fatal,N410UB,2.0,Turbo Prop,1.0,0.0,0.0,0.0,Hawker Beechcraft: 1900C
20080118X00073,SEA08LA061,2008-01-14,"San Francisco, CA",Non-Fatal,N705SK,2.0,Turbo Fan,0.0,0.0,0.0,61.0,Bombardier: CL-600-2C10
20080118X00074,ANC08LA031,2008-01-15,"Bethel, AK",Non-Fatal,N454SF,1.0,Turbo Prop,0.0,1.0,0.0,4.0,Cessna: 208B
20080117X00065,DCA08RA028,2008-01-17,"London, United Kingdom",Non-Fatal,G-YMMM,,,0.0,2.0,0.0,191.0,Boeing: 777-236ER
20080129X00119,DFW08FA056,2008-01-17,"Tulsa, OK",Fatal,N712AT,2.0,Reciprocating,1.0,0.0,0.0,0.0,Aero Commander: 500B
20080411X00456,ANC08IA033,2008-01-18,"Dutch Harbor, AK",Non-Fatal,N41NE,2.0,Turbo Prop,0.0,0.0,0.0,2.0,Fairchild: SA227-AC
20080122X00086,DCA08WA031,2008-01-19,"Huambo, Angola",Fatal,D2-FKK,,,13.0,0.0,0.0,0.0,Hawker Beechcraft: 200
20080304X00254,ENG08RA015,2008-01-24,"Kingston, Jamaica",,6Y-JRG,,,0.0,0.0,0.0,0.0,Cessna: C208B Caravan
20080514X00667,DCA08IA033,2008-01-25,"Newark, NJ",Non-Fatal,N462UA,2.0,Turbo Fan,0.0,0.0,0.0,107.0,Airbus: A320
20080305X00268,NYC08CA088,2008-01-30,"Charlotte, NC",Non-Fatal,N55F,2.0,Turbo Fan,0.0,0.0,0.0,2.0,Bombardier: 35A
20080212X00178,ENG08IA011,2008-01-31,"West Palm Beach, FL",Non-Fatal,N624AA,,Turbo Fan,0.0,6.0,0.0,140.0,Boeing: B757-200
20080220X00214,DEN08LA055,2008-02-03,"Denver, CO",Non-Fatal,N444YV,2.0,Turbo Prop,0.0,1.0,1.0,20.0,Dehavilland: DHC-8-202
20081219X65255,ENG08WA014,2008-02-03,"Nurnberg, Germany",,LN-RRR,2.0,,0.0,0.0,0.0,0.0,Boeing: 737
20080321X00355,CHI08CA074,2008-02-05,"Ankeny, IA",Non-Fatal,N120SC,2.0,Turbo Prop,0.0,0.0,0.0,1.0,Swearingen: SA-226AT
20080506X00615,ENG08WA013,2008-02-10,"Cusco, Peru",Non-Fatal,OB-1843-P,,,0.0,0.0,0.0,55.0,Boeing: 737-217
20080723X01110,DCA08WA069,2008-02-10,"Kansai, Japan",Non-Fatal,B2096,,,0.0,0.0,1.0,72.0,Boeing: B737-300
20080509X00646,LAX08WA104,2008-02-11,"Jabiru, Australia",Non-Fatal,VH-VAZ,,,0.0,0.0,0.0,2.0,Hawker Beechcraft: 1900D
20080222X00225,DCA08WA039,2008-02-13,"Helsinki, Finland",Non-Fatal,UR-GAU,,,0.0,0.0,0.0,39.0,Boeing: 737-500
20080222X00229,SEA08IA080,2008-02-13,"Hilo, HI",Non-Fatal,N651BR,2.0,Turbo Fan,0.0,0.0,0.0,43.0,Bombardier: CL-600
20080222X00231,CHI08CA081,2008-02-13,"Cahokia, IL",Non-Fatal,N67726,2.0,Turbo Prop,0.0,0.0,0.0,2.0,Cessna: 425
20080304X00260,MIA08CA065,2008-02-15,"Covington, KY",Non-Fatal,N569RP,2.0,Turbo Jet,0.0,0.0,1.0,52.0,Embraer: EMB-145LR
20081124X34243,DCA08CA041,2008-02-17,"Washington, DC",Non-Fatal,N828MD,2.0,Turbo Fan,0.0,0.0,0.0,132.0,Embraer: ERJ170
20080228X00243,DFW08IA073,2008-02-18,"Austin, TX",Non-Fatal,N935DL,2.0,Turbo Fan,0.0,0.0,0.0,148.0,Mcdonnell Douglas: MD-88
20080221X00224,CHI08IA085,2008-02-19,"Moline, IL",Non-Fatal,N118SF,2.0,Turbo Prop,0.0,0.0,0.0,1.0,Hawker Beechcraft: 99
20080413X00464,NYC08CA115,2008-02-23,"Valdosta, GA",Non-Fatal,N551WN,2.0,Turbo Fan,0.0,0.0,1.0,102.0,Boeing: 737-700
20080305X00267,LAX08IA065,2008-02-24,"Las Vegas, NV",Non-Fatal,N648SW,2.0,Turbo Fan,0.0,6.0,0.0,136.0,Boeing: 737-300
20080404X00432,DFW08WA090,2008-02-25,"Mexico City, Mexico",Non-Fatal,N774AM,2.0,Turbo Fan,0.0,0.0,0.0,403.0,Boeing: 777-2Q8
20080312X00305,DCA08IA044,2008-02-26,"Jackson, WY",Non-Fatal,N442UA,,Turbo Fan,0.0,1.0,0.0,124.0,Airbus: A320
20080304X00257,MIA08LA066,2008-02-27,"Tampa, FL",Non-Fatal,N5489V,1.0,Reciprocating,0.0,0.0,0.0,1.0,Cessna: 210L
20080307X00283,DFW08IA074,2008-03-01,"Dallas, TX",Non-Fatal,N652SW,2.0,Turbo Fan,0.0,0.0,0.0,244.0,Boeing: 737-3H4
20080506X00616,ENG08WA024,2008-03-03,"Cusco, Peru",Non-Fatal,OB-1843-P,,,0.0,0.0,0.0,54.0,Boeing: 737-217
20080509X00641,DCA08WA055,2008-03-10,"Batam, Indonesia",,,,,0.0,0.0,0.0,0.0,Boeing: 737-400
20080321X00352,LAX08LA073,2008-03-11,"Mercury, NV",Non-Fatal,N594DM,2.0,Reciprocating,0.0,0.0,0.0,1.0,Cessna: 402C
20080408X00438,MIA08LA079,2008-03-15,"Fort Lauderdale, FL",Non-Fatal,N300SH,2.0,Reciprocating,0.0,0.0,0.0,4.0,Cessna: 402B
20080328X00397,LAX08LA080,2008-03-20,"Portland, OR",Non-Fatal,N4098A,2.0,Reciprocating,0.0,0.0,0.0,1.0,Piper: PA-31-350
20080509X00642,DCA08WA056,2008-03-21,"Limoges, France",,EIDAF,,,0.0,0.0,0.0,0.0,Boeing: 737-800
20080509X00640,DCA08IA048,2008-03-22,"Richmond, VA",Non-Fatal,N921UW,,,0.0,0.0,0.0,180.0,Boeing: 757-200
20080403X00417,ENG08WA019,2008-03-25,"Dhaka, Bangladesh",,TF-ARS,,,0.0,0.0,0.0,0.0,Boeing: 747-400
20080331X00404,SEA08IA096,2008-03-26,"Page, AZ",Non-Fatal,N261GL,2.0,Turbo Prop,0.0,0.0,0.0,13.0,Raytheon Aircraft Company: 1900D
20080610X00820,LAX08LA086,2008-03-26,"Henderson, NV",Non-Fatal,N4010Q,2.0,Reciprocating,0.0,0.0,0.0,9.0,Cessna: 402
20080404X00426,DFW08IA087,2008-03-27,"Houston, TX",Non-Fatal,N23661,2.0,Turbo Fan,0.0,0.0,0.0,118.0,Boeing: 737-524
20080408X00439,DFW08WA091,2008-03-28,"Monterrey, Mexico",Non-Fatal,N167DD,,,0.0,0.0,0.0,2.0,British Aerospace: 800A
20090414X20110,ENG08WA049,2008-03-29,"Azores, Portugal",,F-GSQT,,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 777-300ER
20090408X80351,ENG08WA048,2008-03-30,"Lahore, Pakistan",,AP-BRJ,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Airbus: A321-231
20080407X00434,ANC08LA046,2008-04-01,"Koliganek, AK",Non-Fatal,N8327S,1.0,Reciprocating,0.0,1.0,0.0,0.0,Piper: PA-32
20080722X01094,NYC08CA156,2008-04-07,"Miami, FL",Non-Fatal,N947AN,2.0,Turbo Fan,0.0,1.0,1.0,146.0,Boeing: 737-823
20080429X00564,NYC08WA160,2008-04-09,"Nazca, Peru",Fatal,OB-1266,,,5.0,1.0,0.0,0.0,Cessna: U206C
20080414X00473,ANC08FA050,2008-04-10,"Unalaska, AK",Non-Fatal,N741,2.0,Reciprocating,0.0,8.0,1.0,0.0,Grumman: G-21A
20080528X00734,DFW08CA099,2008-04-11,"Roswell, NM",Non-Fatal,N7935Q,2.0,Reciprocating,0.0,0.0,0.0,1.0,Cessna: 310Q
20080613X00850,NYC08LA178,2008-04-12,"Potsdam, NY",Non-Fatal,N62CZ,2.0,Turbo Prop,0.0,0.0,0.0,1.0,Embraer: EMB-110P1
20080422X00526,DCA08RA050,2008-04-15,"Goma, Central Africa",Fatal,9Q-CHN,,,3.0,0.0,40.0,51.0,Mcdonnell Douglas: DC-9-51
20081003X63355,ENG08IA022,2008-04-20,"Newark, NJ",Non-Fatal,N704CK,4.0,,0.0,0.0,0.0,5.0,Boeing: 747
20080506X00598,CHI08IA119,2008-04-24,"Minneapolis, MN",Non-Fatal,N918XJ,2.0,Turbo Fan,0.0,0.0,0.0,80.0,Bombardier: CL600-2D24
20080508X00629,DFW08LA115,2008-04-24,"Sterling, CO",Non-Fatal,N513FS,2.0,Reciprocating,0.0,0.0,0.0,3.0,Cessna: 421C
20081219X16532,ENG08IA025,2008-04-27,"Singapore, Senegal",Non-Fatal,N595FE,3.0,,0.0,0.0,0.0,0.0,Boeing: MD-11
20080604X00783,NYC08WA173,2008-04-28,"Maiquetia, Venezuela",Fatal,N6463L,,,3.0,0.0,0.0,0.0,Piper: PA-31-310
20080630X00945,ANC08CA065,2008-04-28,"Talkeetna, AK",Non-Fatal,N565TA,1.0,Turbo Prop,0.0,0.0,0.0,8.0,Dehavilland: DHC-3
20080505X00595,DCA08RA053,2008-05-02,"Rumbek, South Sudan",Fatal,5Y-FLE,,,20.0,0.0,0.0,0.0,Hawker Beechcraft: 1900C
20080528X00735,NYC08WA175,2008-05-02,"Ilheua, Brazil",Fatal,PT-JGX,,,6.0,0.0,0.0,0.0,Cessna: C-310Q
20080602X00762,CHI08LA129,2008-05-10,"Ada, MI",Non-Fatal,N893FE,1.0,Turbo Prop,0.0,0.0,0.0,1.0,Cessna: 208B
20081003X63357,ENG08RA026,2008-05-10,"La Paz, Saint Barthelemy",,CP 2473,2.0,Turbo Prop,0.0,0.0,0.0,0.0,Fairchild: Metro 23
20080702X00971,ANC08LA067,2008-05-11,"Juneau, AK",Non-Fatal,N62355,1.0,Reciprocating,0.0,0.0,0.0,3.0,Dehavilland: DHC-2
20080716X01056,MIA08WA102,2008-05-15,"Ucayali, Peru",Fatal,OB-1203,1.0,Reciprocating,5.0,0.0,1.0,0.0,Cessna: T210N
20080523X00720,LAX08FA144,2008-05-17,"Stehekin, WA",Fatal,N9558Q,1.0,Reciprocating,2.0,3.0,0.0,0.0,Dehavilland: DHC-2 MK I
20080723X01108,DCA08WA071,2008-05-17,"Kolonia, Micronesia (Federated States of)",Non-Fatal,N319NE,,,0.0,0.0,0.0,5.0,Boeing: B727-200F
20080723X01111,DCA08FA062,2008-05-19,"Pacific Ocean,",Non-Fatal,N720AX,3.0,,0.0,4.0,1.0,157.0,Mcdonnell Douglas: DC10
20081003X63358,ENG08IA027,2008-05-21,"Miami, FL",Non-Fatal,EI-UPO,3.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: MD-11F
20080723X01109,DCA08WA070,2008-05-22,"Saskatoon, Canada",,C-GKCP,,,0.0,0.0,0.0,0.0,Boeing: 737-217
20080530X00758,SEA08FA135,2008-05-23,"Billings, MT",Fatal,N195GA,2.0,Turbo Prop,1.0,0.0,0.0,0.0,Hawker Beechcraft: 1900C
20080620X00890,DCA08RA063,2008-05-25,"Brussels, Belgium",Non-Fatal,N704CK,,,0.0,0.0,0.0,5.0,Boeing: B747-200
20081003X16303,DCA08FA064,2008-05-27,"Dallas, TX",Non-Fatal,N816AE,2.0,Turbo Fan,0.0,0.0,1.0,24.0,Embraer: 140
20080604X00782,DCA08RA068,2008-05-30,"Tegucgalpa, Honduras",Fatal,EI-TAF,,,3.0,5.0,0.0,126.0,Airbus: A320-233
20080604X00792,SEA08FA146,2008-05-30,"Monticello, UT",Fatal,N389ES,1.0,Reciprocating,2.0,0.0,0.0,0.0,Cessna: 172R
20080808X01181,MIA08LA149,2008-06-01,"Charlotte Amali,",Non-Fatal,N411FS,2.0,Reciprocating,0.0,0.0,0.0,7.0,Aero Commander: 500-B
20081219X16534,ENG08WA029,2008-06-06,"Pucallpa, Peru",,OB-1799-P,2.0,,0.0,0.0,0.0,0.0,Boeing: 737-2A5
20080627X00929,NYC08WA209,2008-06-07,"La Junta, Chile",Fatal,CC-CTR,,,1.0,9.0,0.0,0.0,Cessna: 208B
20081003X16301,DCA08WA073,2008-06-10,"Nairegi Enkera, Kenya",Fatal,5Y-BVE,,,4.0,0.0,0.0,0.0,Cessna: 210
20081003X16302,DCA08WA072,2008-06-10,"Khartoum, South Sudan",Fatal,ST-ATN,,,30.0,0.0,0.0,184.0,Airbus: A310-324
20080703X00974,DCA08FA075,2008-06-14,"Raymond, PA",Non-Fatal,N554FE,3.0,Turbo Fan,0.0,0.0,0.0,3.0,Mcdonnell Douglas: MD-10
20080630X00944,LAX08FA190,2008-06-17,"Pahala, HI",Fatal,N13713,1.0,Reciprocating,3.0,0.0,0.0,0.0,Cessna: 172M
20080702X00969,NYC08FA218,2008-06-18,"Hyannis, MA",Fatal,N656WA,2.0,Turbo Prop,1.0,0.0,0.0,0.0,Dehavilland: DHC6
20080714X01032,OPS08IA009,2008-06-25,"Teterboro, NJ",Non-Fatal,N988PA,,,0.0,0.0,0.0,2.0,Learjet: 45
20080714X01030,MIA08LA128,2008-06-26,"Goodland, FL",Non-Fatal,N4912A,2.0,Reciprocating,0.0,3.0,1.0,2.0,Cessna: 310R
20080805X01155,LAX07WA291,2008-06-26,"Jundee, WA, Australia",Non-Fatal,VH-XUE,2.0,Turbo Prop,0.0,0.0,0.0,2.0,Embraer: EMB-120ER
20100608X35931,ENG08IA051,2008-06-27,"Phoenix (PHX), AZ",Non-Fatal,N514AU,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 737
20080701X00963,DCA08MA076,2008-06-28,"San Francisco, CA",Non-Fatal,N799AX,2.0,Turbo Jet,0.0,0.0,0.0,2.0,Boeing: 767
20080720X01081,NYC08LA234,2008-06-28,"Charlotte, NC",Non-Fatal,N725PS,2.0,Turbo Fan,0.0,0.0,0.0,112.0,Bombardier: CL-600-2C10
